DCID	Label	Drugs	Target
DC005523	N	prednisone|cyclosporine|mycophenolate mofetil|basiliximab	C1QA|HSD11B1|FCGR2A|FCGR2C|C1R|FCGR2B|IMPDH2|PPIA|C1QC|C1QB|IL2RB|PPP3R2|CAMLG|FCGR3B|C1S|IL2RA|IMPDH1|NR3C1|FCGR3A|FCGR1A
DC005540	N	dexamethasone|bortezomib|cyclophosphamide	PSMB5|PSMB1|PSMD1|PSMB2|NOS2|PSMD2|NR3C1|ANXA1|NR0B1
DC005542	N	prednisone|methotrexate|rituximab	C1QA|FCGR1A|MS4A1|FCGR2A|C1R|FCGR2C|FCGR2B|C1QC|C1QB|C1S|FCGR3B|DHFR|NR3C1|FCGR3A|HSD11B1
DC005557	N	denosumab|teriparatide	PTH1R|TNFSF11
DC005559	N	carboplatin|bevacizumab|irinotecan	C1QA|FCGR2B|FCGR2A|FCGR2C|C1R|TOP1|C1QC|C1QB|FCGR3B|VEGFA|TOP1MT|FCGR3A|FCGR1A
DC005570	N	timolol|prostaglandin|brimonidine	ADRA2B|ADRB2|ADRB1|ADRA2A|ADRA2C
DC005582	N	formoterol|terbutaline|budesonide	ADRB2|NR3C1
DC005603	N	bosutinib|lansoprazole	ATP4A|ABL1|MAP3K2|LYN|BCR|MAP2K1|HCK|SRC|CDK2|MAP2K2|CAMK2G
DC005610	N	azelnidipine|olmesartan	CACNA1C|AGTR1
DC005613	P	bevacizumab|trastuzumab	C1QA|FCGR2B|FCGR2A|C1R|FCGR2C|C1QC|C1QB|C1S|FCGR3B|VEGFA|ERBB2|EGFR|FCGR3A|FCGR1A
DC005627	N	argatroban|desirudin	F2
DC005636	N	panitumumab|capecitabine|gemcitabine|oxaliplatin	RRM1|EGFR|CMPK1|TYMS
DC005651	N	morphine|ketamine	TACR1|GRIN3A|DRD2|OPRK1|OPRD1|OPRM1
DC005658	N	prednisone|bortezomib|thalidomide	PSMB5|HSD11B1|PSMB1|CRBN|PSMB2|TNF|NFKB1|NR3C1|PSMD2|PSMD1|FGFR2|PTGS2
DC005665	N	dexamethasone|bortezomib|lenalidomide	PSMB5|PSMB1|PSMD1|TNFSF11|PSMB2|NOS2|VEGFA|PSMD2|CDH5|NR3C1|ANXA1|NR0B1|CRBN|PTGS2
DC005702	N	duloxetine|donepezil|venlafaxine|escitalopram	SLC6A3|ADRA1A|SLC6A4|HTR2A|CHRM1|SLC6A2|ACHE|HRH1
DC005712	N	bevacizumab|interferon alfa-2a	C1QA|FCGR1A|FCGR2B|FCGR2A|FCGR2C|C1R|C1QC|C1QB|FCGR3B|VEGFA|IFNAR1|FCGR3A|IFNAR2
DC004818	N	pentobarbital|thiopental	CHRNA4|GABRA5|GABRA1|GABRA4|GRIA2|FAAH|GABRA6|GRIK2|CHRNA7|GABRA2|GABRA3
DC004823	N	tocilizumab|simvastatin|methotrexate	DHFR|HMGCR|IL6R|ITGB2
DC004834	N	paclitaxel|cetuximab	C1QA|MAP2|MAP4|FCGR2A|C1R|FCGR2C|FCGR2B|C1QC|C1QB|C1S|FCGR3B|BCL2|NR1I2|MAPT|EGFR|TUBB1|FCGR3A|FCGR1A
DC004843	N	basiliximab|tacrolimus	C1QA|FCGR2B|FCGR2A|C1R|FCGR2C|FKBP1A|C1QC|C1QB|IL2RB|C1S|FCGR3B|IL2RA|FCGR3A|FCGR1A
DC004844	N	etoposide|mitoxantrone|plerixafor|cytarabine	TOP2B|POLB|TOP2A|CXCR4
DC004857	P	fluorouracil|methotrexate|cyclophosphamide	DHFR|TYMS
DC004864	N	prednisolone|fluticasone propionate	NR3C1|NR3C2|PLA2G4A|PGR
DC004872	N	ocrelizumab|methylprednisolone	NR3C1|MS4A1
DC004873	N	repaglinide|insulin	IGF1R|RB1|IGFBP7|PCSK2|ABCC8|SYTL4|INSR|CPE|LRP2|PCSK1|NOV|CTSD|IDE|PPARG
DC004887	N	voglibose|alogliptin	MGAM|DPP4
DC004890	N	methyltestosterone|sildenafil	PDE6G|PDE6H|AR|PDE5A
DC004926	N	gabapentin|duloxetine	SLC6A3|ADORA1|CACNA1B|SLC6A4|CACNA2D1|CACNA2D2|SLC6A2
DC004931	N	azathioprine|infliximab	TNF|HPRT1
DC004934	N	azacitidine|sorafenib	BRAF|FGFR1|RAF1|FLT3|FLT4|RET|KDR|DNMT1|PDGFRB|FLT1|KIT
DC004956	N	misoprostol|mifepristone	PTGER3|PTGER2|PTGER4|PGR|NR3C1
DC004957	N	lopinavir|ritonavir|pitavastatin	HMGCR
DC004962	N	tocilizumab|methotrexate	DHFR|IL6R
DC004965	N	trabectedin|dexamethasone|doxorubicin	TOP2A|NOS2|NR3C1|ANXA1|NR0B1
DC004966	N	glyburide|metformin|saxagliptin	DPP4|KCNJ11|ABCC8|ABCA1|KCNJ5|KCNJ1|ABCB11|CFTR|ABCC9|PRKAB1
DC004971	N	efavirenz|isoniazid|rifampin|ethambutol|nevirapine	NR1I2
DC004974	N	anti-thymocyte globulin|cyclosporine	MR1|ITGAV|FCGR2B|CD86|PPIA|PPP3R2|CAMLG|ITGAL|ITGB3|CD1A|ITGB1|CD4
DC004980	N	prednisolone|cyclophosphamide	NR3C1
DC004989	N	doxorubicin|sorafenib	TOP2A|BRAF|FGFR1|RAF1|FLT3|FLT4|RET|KDR|PDGFRB|FLT1|KIT
DC004999	N	indacaterol maleate|salmeterol	ADRB2
DC005005	N	azacitidine|vorinostat|gemtuzumab ozogamicin	C1QA|FCGR2A|C1R|HDAC8|FCGR2C|FCGR2B|HDAC6|HDAC2|C1QC|C1QB|C1S|FCGR3B|CD33|DNMT1|HDAC3|HDAC1|FCGR3A|FCGR1A
DC005012	N	pioglitazone|saxagliptin	DPP4|PPARG
DC005042	N	amisulpride|moclobemide	DRD2|DRD3|HTR2A|MAOA|HTR7
DC005043	N	vitamin d|calcium carbonate	VDR
DC005046	N	dextroamphetamine|methylphenidate	SLC6A3|SLC18A2|SLC6A4|ADRA1A|ADRA1B|SLC6A2
DC005062	N	decitabine|valproic acid	HDAC9|DNMT1|ACADSB|ALDH5A1|OGDH|ABAT
DC005093	N	dexamethasone|rituximab	C1QA|MS4A1|FCGR2A|C1R|FCGR2C|FCGR2B|C1QC|C1QB|C1S|NOS2|FCGR3B|NR3C1|ANXA1|NR0B1|FCGR3A|FCGR1A
DC005096	N	ribavirin|escitalopram|peginterferon alfa-2a	SLC6A3|ADK|ENPP1|NT5C2|SLC6A4|ADRA1A|IFNAR1|IMPDH1|CHRM1|SLC6A2|HRH1|IFNAR2
DC005116	P	anastrozole|fulvestrant	CYP19A1|ESR1
DC005134	N	topotecan|obatoclax mesylate	TOP1MT|BCL2|TOP1
DC005141	N	azacitidine|carboplatin|valproic acid	HDAC9|DNMT1|ACADSB|ALDH5A1|OGDH|ABAT
DC005159	N	candesartan|enalapril	ACE|AGTR1
DC005160	N	methotrexate|infliximab	TNF|DHFR
DC005184	N	hydrochlorothiazide|amlodipine	CACNA1C|CACNA1D|CACNA2D3|KCNMA1|CACNA1B|CA4|CA1|CACNA1S|CACNA2D1|CA2|CACNB2|SLC12A3|CA12|CA9|CACNB1
DC005208	N	triptorelin|norethindrone	GNRHR|PGR
DC005210	N	norepinephrine|dopexamine|dobutamine|epinephrine	ADRA2B|ADRB2|ADRB3|PAH|ADRB1|ADRA2A|ADRA2C|ADRA1A|ADRA1B|ADRA1D
DC005220	N	edoxaban|lmwh	F10
DC005246	N	clarithromycin|fluticasone propionate	NR3C1|NR3C2|PLA2G4A|PGR
DC005250	N	sertraline|citalopram|bupropion	SLC6A3|CHRNA3|SLC6A4|ADRA1A|CHRM1|SLC6A2|HRH1
DC005259	N	docetaxel|pertuzumab|trastuzumab	C1QA|MAP2|MAP4|FCGR2A|C1R|FCGR2C|FCGR2B|C1QC|C1QB|C1S|FCGR3B|BCL2|ERBB2|MAPT|EGFR|TUBB1|FCGR3A|FCGR1A
DC005263	N	prednisolone|cyclosporine|mycophenolate mofetil	IMPDH2|PPIA|CAMLG|PPP3R2|IMPDH1|NR3C1
DC005268	N	cisplatin|capecitabine|imatinib	ABL1|RET|PDGFRA|TYMS|DDR1|CSF1R|PDGFRB|KIT|NTRK1
DC005284	N	sertraline|clonazepam	GABRA5|GABRR1|GABRG3|GABRB1|SLC6A4|GABRP|GABRG1|GABRR3|GABRA4|SLC6A3|GABRQ|GABRR2|GABRB3|GABRG2|GABRE|GABRA3|GABRD|GABRA1|TSPO|GABRB2|GABRA2
DC005294	N	losartan|atenolol	ADRB1|AGTR1
DC005314	N	docetaxel|cetuximab|oxaliplatin	C1QA|MAP4|MAP2|FCGR2A|C1R|FCGR2C|FCGR2B|C1QC|C1QB|C1S|FCGR3B|BCL2|MAPT|EGFR|TUBB1|FCGR3A|FCGR1A
DC005319	N	enzastaurin|capecitabine	PRKCB|TYMS
DC005322	N	gsk2190915|fluticasone propionate	NR3C2|ALOX5AP|PLA2G4A|PGR|NR3C1
DC005323	N	heparin|edoxaban	F10|SERPINC1|SELP
DC005333	N	amiloride|simvastatin|telmisartan|amlodipine	CACNA2D3|PLAU|CACNA1B|CA1|CACNA1S|CACNB2|SCNN1G|HMGCR|CACNB1|ITGB2|SCNN1D|ASIC2|SCNN1B|PPARG|CACNA1C|CACNA1D|SCNN1A|SLC9A1|CACNA2D1|ASIC1|AOC1|AGTR1
DC005336	N	vincristine|prednisone|rituximab|cyclophosphamide	C1QA|FCGR1A|MS4A1|FCGR2A|C1R|FCGR2C|FCGR2B|TUBA4A|C1QC|C1QB|TUBB|C1S|FCGR3B|NR3C1|FCGR3A|HSD11B1
DC005339	N	metformin|gliclazide	VEGFA|PRKAB1|ABCC8
DC005350	N	mitoxantrone|cetuximab	C1QA|FCGR2B|FCGR2A|C1R|FCGR2C|TOP2A|C1QC|C1QB|C1S|FCGR3B|EGFR|FCGR3A|FCGR1A
DC005353	N	glimepiride|metformin|rosiglitazone|insulin	KCNJ11|RB1|IGFBP7|PCSK2|ABCC8|SYTL4|ACSL4|KCNJ1|INSR|CPE|LRP2|PCSK1|NOV|CTSD|IDE|PPARG|PRKAB1|IGF1R
DC005362	N	escitalopram|bupropion	SLC6A3|CHRNA3|ADRA1A|SLC6A4|CHRM1|SLC6A2|HRH1
DC005385	N	albendazole|ivermectin	TUBA1A|GLRA3|GABRB3|TUBB4B
DC005389	N	posaconazole|tolterodine	CHRM3|CHRM5|CHRM1|CHRM4|CHRM2
DC005396	N	losartan|amlodipine	CACNA1C|CACNA1D|CACNA2D3|CACNA1B|CA1|CACNA1S|CACNA2D1|CACNB2|AGTR1|CACNB1
DC005404	N	cyclosporine|infliximab	TNF|CAMLG|PPP3R2|PPIA
DC005412	N	papaverine|alprostadil|phentolamine|sildenafil	PDE6G|PDE10A|PTGER1|PDE6H|PTGER2|ADRA2A|ADRA1A|PDE4B|PDE5A
DC006192	P	capecitabine|bevacizumab|trastuzumab	C1QA|FCGR2B|FCGR2A|C1R|FCGR2C|C1QC|C1QB|TYMS|C1S|FCGR3B|VEGFA|ERBB2|EGFR|FCGR3A|FCGR1A
DC006200	N	sunitinib|gefitinib	FLT3|FLT4|PDGFRA|KDR|CSF1R|PDGFRB|FLT1|EGFR|KIT
DC006217	N	sulfonylurea|rosiglitazone	PPARG|ACSL4|ABCC9|ABCC8
DC006255	N	prednisolone|acetylcysteine	NR3C1
DC006260	N	methylprednisolone|hydrocortisone|vasopressin|epinephrine	ADRA2B|ADRB2|AVPR2|AVPR1B|AVPR1A|PAH|ADRB1|ADRA2A|ADRA1A|ADRA1B|ADRA1D|NR3C1|ANXA1
DC006269	N	ezetimibe|niacin	NPC1L1|NNMT|ANPEP|QPRT|HCAR3|SOAT1|HCAR2
DC006275	N	cytarabine|daunorubicin	TOP2B|POLB|TOP2A
DC006321	N	esomeprazole|aspirin	ATP4A|AKR1C1|PTGS1|PTGS2
DC006327	N	gemtuzumab ozogamicin|cytarabine|cyclophosphamide|daunorubicin|sargramostim|busulfan	C1QA|FCGR2A|FCGR2B|PRG2|C1R|FCGR2C|TOP2A|CSF2RA|C1QC|C1QB|C1S|FCGR3B|POLB|IL3RA|TOP2B|CSF2RB|CD33|SDC2|FCGR3A|FCGR1A
DC006337	N	sertraline|olanzapine	ADRA2A|SLC6A4|CHRM3|CHRM1|HTR6|CHRM4|CHRM2|HTR2C|HTR1A|SLC6A3|DRD2|DRD3|CHRM5|HTR2A|HTR3A|DRD5|HTR1B|HRH1|DRD4|ADRA2B|ADRA1A|HTR7|ADRA2C|DRD1|ADRA1B|HTR1E|HTR1D
DC006382	N	tetracaine hydrochloride|oxymetazoline	ADRA2A|ADRA1A
DC006391	N	prednisone|methylprednisolone|rituximab	C1QA|FCGR1A|MS4A1|FCGR2A|C1R|FCGR2C|FCGR2B|C1QC|C1QB|C1S|FCGR3B|NR3C1|FCGR3A|HSD11B1
DC006406	N	sofosbuvir|ribavirin	ENPP1|IMPDH1|NT5C2|ADK
DC006577	N	irinotecan|fluorouracil|sunitinib|leucovorin	FLT3|TOP1|FLT4|PDGFRA|TYMS|KDR|TOP1MT|CSF1R|PDGFRB|FLT1|KIT
DC006623	N	dexamethasone|capecitabine|floxuridine|oxaliplatin	TYMS|NOS2|NR3C1|ANXA1|NR0B1
DC006625	N	sulfalene|pyrimethamine|amodiaquine	HNMT|DHFR
DC006697	N	triptorelin|follitropin alpha	FSHR|GNRHR
DC006701	N	sitagliptin|metformin|insulin glargine	INSR|DPP4|PRKAB1|IGF1R
DC006725	N	prednisone|methylprednisolone|azathioprine|cyclophosphamide	NR3C1|HPRT1|HSD11B1
DC006726	N	carboplatin|zibotentan|paclitaxel	MAP4|MAP2|EDNRA|BCL2|NR1I2|MAPT|EDNRB|TUBB1
DC006727	N	canfosfamide|doxorubicin	TOP2A|GSTP1
DC006742	N	sitagliptin|metformin|liraglutide	DPP4|GLP1R|PRKAB1
DC006745	N	verapamil|lithium	GSK3B|CACNA1C|KCNJ11|CACNA1D|CACNB3|GRIA3|CACNB4|CACNA1B|CACNA1G|IMPA2|SLC6A4|CACNA1S|CACNB2|CACNA1A|KCNH2|CACNA1I|IMPA1|SCN5A|CACNA1F|CACNB1
DC006753	N	montelukast|prednisolone	CYSLTR1|ALOX5|NR3C1
DC006759	N	docetaxel|capecitabine|epirubicin	MAP4|MAP2|TOP2A|TYMS|CHD1|BCL2|MAPT|TUBB1
DC006767	N	efavirenz|lamivudine|didanosine	PNP
DC006803	N	fotemustine|ipilimumab	CTLA4|TXNRD1
DC006815	N	heparin|eptifibatide	ITGB3|F10|SERPINC1|SELP
DC006823	N	lapatinib|capecitabine|oxaliplatin	ERBB2|EGFR|TYMS
DC006837	N	paromomycin|sodium stibogluconate	TOP1
DC006842	N	sofosbuvir|interferon alfa-2a|ribavirin	ADK|ENPP1|NT5C2|IFNAR1|IMPDH1|IFNAR2
DC006847	N	cisplatin|folic acid|dexamethasone|vitamin b12cn	MTHFR|MMACHC|MUT|FOLR3|FOLR2|NOS2|MTRR|NR3C1|ANXA1|MMAA|NR0B1|MTR
DC006853	N	diclofenac|omeprazole	ATP4A|KCNQ2|PTGS1|PLA2G2A|ASIC1|SCN4A|ALOX5|KCNQ3|PTGS2
DC006857	N	cediranib|olaparib	FLT4|PARP1|KDR|PARP2|FLT1
DC006861	N	sofosbuvir|interferon alfa-2b|ribavirin	ADK|ENPP1|NT5C2|IFNAR1|IMPDH1|IFNAR2
DC006864	N	omalizumab|fluticasone propionate	NR3C2|MS4A2|PLA2G4A|FCER1A|PGR|NR3C1
DC006430	N	escitalopram|bupropion	SLC6A3|CHRNA3|ADRA1A|SLC6A4|CHRM1|SLC6A2|HRH1
DC006457	N	paclitaxel|clopidogrel	MAP4|MAP2|P2RY12|BCL2|NR1I2|MAPT|TUBB1
DC006475	N	buprenorphine|naltrexone	OPRK1|SIGMAR1|OPRM1|OPRD1
DC006476	N	valproic acid|aripiprazole	ADRA2A|CHRM3|CHRM1|HTR6|CHRM4|CHRM2|HTR2C|HTR1A|DRD2|DRD3|CHRM5|HDAC9|HTR2A|DRD5|HTR3A|ALDH5A1|HRH1|OGDH|HTR1B|ADRA2B|DRD4|ADRA1A|ACADSB|HTR7|ADRA2C|DRD1|ADRA1B|HTR1E|HTR1D|ABAT
DC006480	N	capecitabine|irinotecan|oxaliplatin	TOP1MT|TYMS|TOP1
DC006509	N	docetaxel|dasatinib	MAP4|MAP2|ABL1|LCK|FYN|EPHA2|ABL2|BCL2|SRC|YES1|PDGFRB|STAT5B|MAPT|TUBB1|KIT
DC006524	P	exemestane|everolimus	CYP19A1|MTOR
DC006553	N	ramipril|irbesartan	ACE|AGTR1|JUN
DC006569	N	rosuvastatin|atorvastatin	DPP4|AHR|HMGCR
DC005715	N	carboplatin|enzastaurin|pemetrexed	PRKCB|ATIC|GART|TYMS|DHFR
DC005732	N	cholecalciferol|phenylbutyrate sodium	VDR
DC005733	N	prednisolone|melphalan|thalidomide	NFKB1|TNF|FGFR2|NR3C1|CRBN|PTGS2
DC005743	N	cisplatin|bevacizumab|gemcitabine	C1QA|FCGR2B|FCGR2A|FCGR2C|C1R|C1QC|C1QB|TYMS|FCGR3B|VEGFA|RRM1|CMPK1|FCGR3A|FCGR1A
DC005750	N	losartan|aliskiren	REN|AGTR1
DC005752	N	brentuximab vedotin|rifampin	NR1I2
DC005757	N	ribavirin|nitazoxanide|peginterferon alfa-2a	ADK|ENPP1|NT5C2|IFNAR1|IMPDH1|IFNAR2
DC005773	N	paricalcitol|cinacalcet	CASR|VDR
DC005774	N	simvastatin|interferon beta 1a	ITGB2|HMGCR|IFNAR1|IFNAR2
DC005784	N	itraconazole|ticlopidine	P2RY12|CYP51A1
DC005791	N	ocrelizumab|methotrexate	MS4A1|DHFR
DC005802	N	buprenorphine|naloxone|heroin	TLR4|ESR1|OPRK1|OPRD1|CREB1|OPRM1
DC005804	N	etoposide|clofarabine|cyclophosphamide	TOP2B|TOP2A|RRM1|POLA1
DC005818	N	leuprolide acetate|progestrone	NR3C2|GNRHR|ESR1|CYP17A1|PGR
DC005840	N	cisplatin|capecitabine|fluorouracil|trastuzumab	C1QA|FCGR2B|FCGR2A|C1R|FCGR2C|C1QC|C1QB|TYMS|C1S|FCGR3B|ERBB2|EGFR|FCGR3A|FCGR1A
DC005843	N	etoposide|carboplatin|irinotecan|oxaliplatin	TOP2B|TOP1MT|TOP2A|TOP1
DC005861	N	prednisone|abiraterone acetate	NR3C1|CYP17A1|HSD11B1
DC005864	N	aspirin|niacin	NNMT|AKR1C1|PTGS1|QPRT|HCAR3|HCAR2|PTGS2
DC005871	N	lithium carbonate|riluzole	SLC7A11|SCN5A
DC005878	N	naloxone|oxycodone	TLR4|ESR1|OPRK1|OPRD1|CREB1|OPRM1
DC005894	N	sofosbuvir|ribavirin|peginterferon alfa-2a	ADK|ENPP1|NT5C2|IFNAR1|IMPDH1|IFNAR2
DC005921	N	nitrofurantoin|trimethoprim|sulfamethoxazole	DHFR|TYMS
DC005938	N	chloroquine|artesunate	GSTA2|TLR9|TNF
DC005946	N	zotarolimus|clopidogrel	P2RY12|FKBP1A
DC005954	N	tacrolimus|bortezomib|methotrexate	PSMB5|FKBP1A|PSMB1|PSMB2|DHFR|PSMD2|PSMD1
DC005981	N	simvastatin|ezetimibe|niacin	NPC1L1|NNMT|HMGCR|ANPEP|QPRT|HCAR3|SOAT1|HCAR2|ITGB2
DC005998	N	capecitabine|bevacizumab|irinotecan	C1QA|FCGR2B|FCGR2A|FCGR2C|C1R|TOP1|C1QC|C1QB|TYMS|FCGR3B|VEGFA|TOP1MT|FCGR3A|FCGR1A
DC006001	N	bevacizumab|fotemustine	C1QA|FCGR2B|FCGR2A|FCGR2C|C1R|C1QC|C1QB|FCGR3B|VEGFA|TXNRD1|FCGR3A|FCGR1A
DC006002	N	ciprofloxacin|trimethoprim|sulfamethoxazole	TOP2A|DHFR|TYMS
DC006019	N	nebivolol|losartan	ADRB2|ADRB1|AGTR1
DC006066	N	cytarabine|imatinib|interferon alfa-2b	ABL1|RET|PDGFRA|DDR1|POLB|IFNAR2|CSF1R|IFNAR1|PDGFRB|KIT|NTRK1
DC006074	N	timolol|prostaglandin|dorzolamide	ADRB2|ADRB1|CA4|CA1|CA2
DC006079	N	glimepiride|metformin|insulin aspart	KCNJ11|ABCC8|KCNJ1|INSR|PRKAB1
DC006083	N	cisplatin|capecitabine|epirubicin	CHD1|TOP2A|TYMS
DC006098	N	cyclosporine|basiliximab|everolimus	C1QA|FCGR2B|FCGR2A|C1R|FCGR2C|PPIA|C1QC|MTOR|IL2RB|C1QB|PPP3R2|CAMLG|FCGR3B|C1S|IL2RA|FCGR3A|FCGR1A
DC006104	N	montelukast|fluticasone propionate	CYSLTR1|NR3C2|PLA2G4A|PGR|NR3C1|ALOX5
DC006113	N	etoposide|tipifarnib	TOP2B|TOP2A|SLC6A3
DC006115	N	cisplatin|gefitinib|pemetrexed	ATIC|GART|TYMS|DHFR|EGFR
DC006118	N	tropisetron|risperidoene	HTR2C|HTR1A|ADRA2B|ADRA2C|ADRA2A|DRD1|DRD2|ADRA1A|DRD3|ADRA1B|HTR2A|HTR1D|HTR3A|HRH1|DRD4
DC006122	N	docetaxel|dexamethasone|aflibercept	MAP4|MAP2|ANXA1|TUBB1|PGF|NOS2|VEGFA|BCL2|NR3C1|MAPT|NR0B1|VEGFB
DC006126	N	sunitinib|sorafenib	BRAF|FGFR1|RAF1|FLT3|FLT4|RET|PDGFRA|KDR|CSF1R|PDGFRB|FLT1|KIT
DC006130	N	paclitaxel|lapatinib|cyclophosphamide|trastuzumab|doxorubicin	C1QA|MAP4|MAP2|FCGR2A|FCGR2B|C1R|FCGR2C|TOP2A|C1QC|C1QB|C1S|FCGR3B|BCL2|ERBB2|NR1I2|MAPT|EGFR|TUBB1|FCGR3A|FCGR1A
DC006131	N	vitamin d|memantine	GRIN2B|VDR|GRIN2A|HTR3A|GRIN3A|CHRFAM7A
DC006144	N	fenofibrate|lovaza	PPARA
DC006145	N	mycophenolate mofetil|tacrolimus	IMPDH2|FKBP1A|IMPDH1
DC006156	N	calcium|vitamin d|zoledronate	CALM1|COMP|CACNA1C|FDPS|TNNC2|CAST|S100B|ATP2C1|SPTBN1|VDR|GGPS1|TNNC1
DC006178	P	tamoxifen|exemestane	CYP19A1|ESR2|ESR1
DC006181	N	paroxetine|lamotrigine	SLC6A4|CHRM3|CHRM5|HTR2A|CHRM1|SLC6A2|CHRM4|SCN2A|CHRM2
DC007200	N	propoxyphene|aspirin	AKR1C1|PTGS1|OPRK1|OPRD1|OPRM1|PTGS2
DC007201	N	difenoxin|atropine	CHRM3|CHRM5|CHRM1|CHRM4|OPRM1|CHRM2
DC007202	N	edrophonium chloride|atropine	CHRM3|BCHE|CHRM5|CHRM1|CHRM2|CHRM4|ACHE
DC007203	N	meperidine|atropine	GRIN2B|GRIN2C|GRIN1|CHRM3|OPRK1|CHRM5|CHRM1|GRIN2A|CHRM2|CHRM4|GRIN2D
DC007204	N	pseudoephedrine|azatadine maleate	SLC6A3|ADRB2|ADRB1|ADRA2A|SLC6A4|ADRA1A|SLC6A2|HRH1
DC007205	N	azelastine|fluticasone propionate	NR3C2|PLA2G4A|PGR|NR3C1|HRH1
DC007206	N	trovafloxacin mesylate|azithromycin	TOP2A
DC007208	N	lidocaine|polymyxin b sulfate|bacitracin|neomycin	SCN9A|A2M|IDE|SCN5A|SCN10A|EGFR
DC007212	N	betaxolol hydrochloride|chlorthalidone	ADRB1|SLC12A1
DC007213	N	betaxolol hydrochloride|pilocarpine	ADRB1|CHRM1|CHRM2|CHRM3
DC007214	N	tetracycline|metronidazole|bismuth subcitrate potassium	PRNP
DC007215	N	bromodiphenhydramine|codeine	OPRK1|OPRM1|HRH1|OPRD1
DC007216	N	famotidine|calcium carbonate|magnesium hydroxide	ATP1A1|HRH2
DC007217	N	calcium carbonate|risedronate	FDPS
DC007218	N	calcium|meglumine|metrizoic acid	CALM1|COMP|CACNA1C|CAST|TNNC2|S100B|ATP2C1|SPTBN1|TNNC1
DC007219	N	lidocaine|ceftriaxone	SCN9A|SCN10A|EGFR|SCN5A
DC007220	N	desoxyribonuclease|fibrinolysin|chloramphenicol	ITGA5|F13A1
DC007221	N	hydrocortisone|chloramphenicol	ITGA5|NR3C1|ANXA1
DC007222	N	polymyxin b sulfate|hydrocortisone|chloramphenicol	ITGA5|NR3C1|ANXA1
DC007223	N	polymyxin b sulfate|chloramphenicol	ITGA5
DC007224	N	prednisolone|chloramphenicol	ITGA5|NR3C1
DC007225	N	estrogens, esterified|chlordiazepoxide	GABRA5|GABRR1|GABRG3|GABRB1|GABRP|GABRG1|GABRR3|GABRA4|GABRA6|GABRQ|GABRR2|GABRB3|ESR2|GABRG2|GABRE|GABRA3|GABRD|GABRA1|ESR1|GABRB2|GABRA2
DC007227	N	chlorothiazide|reserpine	SLC18A1|SLC18A2|SLC12A3
DC007228	N	pseudoephedrine|hydrocodone|chlorpheniramine	SLC6A3|ADRB2|ADRB1|ADRA2A|SLC6A4|ADRA1A|SLC6A2|OPRD1|OPRM1|HRH1
DC007229	N	ibuprofen|phenylephrine|chlorpheniramine	SLC6A3|THBD|PTGS1|PLAT|ADRA1A|FABP2|ADRA1B|SLC6A4|BCL2|PPARG|ADRA1D|SLC6A2|CFTR|HRH1|PTGS2
DC007230	N	phenylpropanolamine|chlorpheniramine	SLC6A3|ADRB1|ADRA2A|DRD1|SLC6A4|ADRA1A|SLC6A2|HRH1
DC007231	N	codeine|chlorpheniramine	SLC6A3|SLC6A4|OPRK1|OPRD1|SLC6A2|OPRM1|HRH1
DC007232	N	clonidine|chlorthalidone	ADRA2B|ADRA2C|SLC12A1|ADRA2A
DC007233	N	metoprolol|chlorthalidone	ADRB2|ADRB1|SLC12A1
DC007234	N	reserpine|chlorthalidone	SLC18A1|SLC12A1|SLC18A2
DC006865	N	docetaxel|bevacizumab|trastuzumab	C1QA|MAP2|MAP4|FCGR2A|C1R|FCGR2C|FCGR2B|C1QC|C1QB|C1S|FCGR3B|VEGFA|BCL2|ERBB2|MAPT|EGFR|TUBB1|FCGR3A|FCGR1A
DC006882	P	goserelin acetate|tamoxifen	ESR1|LHCGR|ESR2|GNRHR
DC006888	N	methotrexate|abatacept	CD86|DHFR|CD80
DC006898	N	docetaxel|vinorelbine	MAP4|MAP2|TUBB|BCL2|MAPT|TUBB1
DC006920	N	dexamethasone|pomalidomide|aspirin	AKR1C1|PTGS1|NOS2|TNF|NR3C1|ANXA1|NR0B1|CRBN|PTGS2
DC006957	N	balapiravir|ribavirin|peginterferon alfa-2a	ADK|ENPP1|NT5C2|IFNAR1|IMPDH1|IFNAR2
DC006970	N	saxagliptin|insulin	IGF1R|DPP4|RB1|PCSK2|IGFBP7|SYTL4|INSR|CPE|LRP2|PCSK1|NOV|IDE|CTSD
DC007000	N	aldesleukin|sorafenib	BRAF|FGFR1|RAF1|FLT3|FLT4|RET|IL2RB|IL2RA|IL2RG|KDR|PDGFRB|FLT1|KIT
DC007005	P	pemetrexed|cyclophosphamide	ATIC|DHFR|GART|TYMS
DC007006	N	atorvastatin|aspirin	AKR1C1|DPP4|HMGCR|PTGS1|AHR|PTGS2
DC007011	N	docetaxel|epirubicin	MAP4|MAP2|TOP2A|CHD1|BCL2|MAPT|TUBB1
DC007013	N	fludrocortisone|hydrocortisone|insulin	IGF1R|NR3C2|RB1|IGFBP7|PCSK2|SYTL4|AR|INSR|CPE|LRP2|PCSK1|NOV|IDE|NR3C1|ANXA1|CTSD
DC007018	N	ocrelizumab|methotrexate|leflunomide	MS4A1|PTK2B|AHR|DHFR|DHODH
DC007020	N	irbesartan|amlodipine	CACNA1C|CACNA1D|CACNA2D3|CACNB1|CACNA1B|CA1|CACNA1S|CACNA2D1|CACNB2|AGTR1|JUN
